invoice_no,transaction_value,unique_products
559032,477.3,10
559034,12.7,1
559035,15.0,1
559036,172.35,5
559046,15.9,1
559056,80.75,3
559057,149.1,3
559058,131.8,3
559061,31.8,2
559063,25.85,2
559064,68.0,1
559068,48.55,4
559092,15.9,1
559095,39.95,1
559106,61.0,4
559107,6.25,1
559109,105.45,9
559112,19.9,1
559123,51.0,1
559124,90.8,2
559128,13.9,2
559129,68.0,3
559130,175.2,1
559131,7.5,1
559133,150.4,10
559134,172.8,4
559135,28.0,1
559138,123.15,6
559139,135.0,1
559141,29.25,3
559142,131.75,5
559143,36.6,4
559146,33.0,2
559150,106.15,7
559151,411.9,4
559153,30.5,2
559154,51.0,1
559157,17.0,1
559158,53.55,2
559160,21.8,1
559165,34.95,3
559167,97.8,1
559168,14.9,2
559170,25.85,3
559171,50.75,3
559172,65.4,1
559173,189.55,9
559200,47.3,5
559201,68.0,4
559202,45.7,3
559206,15.0,1
559254,35.45,2
559256,17.85,1
559289,15.0,2
559295,86.65,5
559298,283.2,2
559301,30.85,2
559302,92.25,9
559305,43.9,5
559306,13.5,1
559308,13.5,1
559310,207.0,4
559311,451.9,6
559312,97.5,6
559313,104.9,3
559315,15.0,1
559316,18.0,1
559317,72.75,9
559320,31.8,4
559321,100.6,3
559325,16.5,1
559326,48.75,2
559330,62.65,3
559340,238.5,10
559342,132.4,4
559346,19.9,1
559349,123.15,7
559350,84.0,2
559352,79.6,2
559353,63.75,1
559354,66.4,4
559355,48.45,3
559356,290.35,12
559357,1476.0,19
559358,42.45,2
559360,19.9,1
559361,7.95,1
559362,54.0,1
559366,67.0,4
559367,19.9,1
559369,24.65,2
559370,13.5,1
559371,108.5,7
559372,239.15,7
559401,41.95,3
559418,142.6,5
559420,76.9,2
559421,95.45,4
559422,71.7,3
559424,55.95,2
559436,16.95,1
559441,53.0,2
559457,326.7,5
559458,104.95,2
559459,44.5,5
559460,34.0,1
559462,34.0,1
559463,19.85,2
559464,85.0,1
559469,17.0,1
559472,7.95,1
559477,134.85,5
559505,285.45,9
559507,21.15,3
559508,65.7,3
559509,5.95,1
559510,19.9,1
559512,31.8,1
559513,124.4,12
559516,119.4,1
559523,45.15,4
559525,48.2,3
559526,28.2,4
559527,28.4,2
559528,173.0,7
559529,16.95,1
559535,65.5,7
559537,25.85,2
559538,101.35,9
559539,26.95,2
559542,9.95,1
559545,18.75,1
559546,579.5,9
559547,72.05,4
559548,9.95,1
559549,7.5,1
559550,39.8,3
559551,28.85,2
559552,44.6,5
559553,63.75,4
559554,665.1,8
559557,107.45,6
559605,286.7,4
559606,16.95,1
559607,156.0,5
559629,39.75,2
559636,32.7,2
559639,175.2,3
559640,16.5,1
559652,15.95,1
559653,14.7,2
559654,570.0,9
559660,40.0,2
559661,127.2,2
559662,31.8,2
559665,86.0,10
559669,83.45,5
559671,32.5,3
559672,22.7,2
559673,575.7,7
559674,5.95,1
559676,419.7,8
559678,125.35,10
559679,179.65,8
559680,123.4,3
559684,65.4,2
559685,18.0,1
559686,21.0,2
559687,8.5,1
559696,15.9,2
559697,26.15,3
559698,73.7,7
559699,68.0,2
559702,350.4,1
559704,88.95,2
559706,60.0,4
559707,401.4,7
559708,31.75,2
559710,18.0,1
559745,8.25,1
559746,30.95,3
559751,11.5,1
559768,71.4,1
559782,86.4,3
559784,97.8,1
559791,197.0,4
559794,15.9,1
559804,194.05,12
559806,103.55,6
559807,179.25,7
559809,31.8,4
559811,61.0,2
559812,47.6,2
559813,33.0,2
559819,18.0,1
559821,47.8,4
559822,12.75,1
559824,69.3,6
559826,72.25,2
559827,85.0,1
559831,12.5,1
559834,24.9,2
559835,15.0,1
559836,86.35,4
559862,112.0,1
559863,80.25,2
559864,34.0,2
559865,69.95,3
559866,107.65,6
559877,105.05,3
559878,169.0,15
559881,25.85,3
559886,12.75,1
559887,13.9,2
559889,145.0,1
559890,15.0,1
559893,333.9,7
559894,19.9,2
559896,81.55,3
559897,135.0,1
559898,22.65,3
559899,87.95,3
559902,15.0,2
559903,18.75,1
559904,96.7,5
559906,33.75,2
559907,71.5,3
559909,32.9,2
559910,15.8,1
559912,25.5,1
559918,52.7,2
559921,64.7,7
559925,15.9,1
559927,76.2,1
559928,650.7,8
559929,68.15,3
559930,223.3,3
559931,80.35,4
559932,544.2,4
559933,126.8,8
559935,59.8,1
559937,75.2,5
559938,32.65,2
559941,1226.4,1
559942,537.9,1
559944,596.7,3
559945,18.0,1
559948,442.2,2
559951,91.0,3
559980,124.95,4
559981,112.55,3
559982,36.45,2
559984,18.45,2
559985,15.9,1
559987,90.0,1
559988,53.55,3
559989,107.8,4
559991,95.95,9
559993,15.9,1
560018,129.0,5
560024,33.8,3
560033,196.35,5
560034,99.3,2
560035,852.35,16
560036,388.95,10
560038,519.4,3
560041,220.0,9
560047,49.45,3
560048,25.5,1
560049,226.85,14
560051,19.9,1
560053,25.85,2
560078,90.05,5
560079,23.9,1
560088,11.9,1
560089,29.95,1
560093,32.4,2
560094,168.15,6
560095,12.75,1
560096,95.4,3
560097,33.65,2
560098,14.25,2
560102,78.05,4
560103,67.6,3
560104,19.85,2
560106,157.6,7
560107,46.0,1
560108,128.1,6
560109,27.9,2
560115,28.65,4
560118,55.7,3
560119,225.2,6
560120,199.15,7
560125,26.4,3
560145,179.0,5
560180,104.55,2
560181,63.75,1
560182,16.35,1
560186,60.6,5
560187,550.94,1
560188,127.7,6
560190,17.0,1
560201,91.8,1
560202,720.85,11
560203,81.0,3
560207,213.4,7
560209,433.7,25
560210,71.25,3
560211,87.9,2
560212,25.85,3
560222,70.7,4
560223,47.9,5
560224,61.5,5
560230,268.05,4
560231,138.75,5
560233,17.9,2
560239,264.75,16
560240,12.7,1
560241,35.7,1
560244,8.25,1
560246,39.8,1
560248,39.7,3
560249,5.95,1
560250,29.8,3
560251,48.9,4
560252,23.45,2
560253,235.5,8
560255,161.9,14
560256,35.9,3
560258,262.3,2
560259,13.5,1
560260,74.4,10
560261,36.85,3
560262,99.2,6
560264,182.0,11
560266,249.3,3
560267,46.9,2
560268,39.8,1
560270,16.7,2
560271,43.65,4
560272,18.0,1
560273,70.9,2
560274,17.0,1
560276,37.55,4
560277,24.95,1
560278,17.0,2
560279,83.45,4
560281,26.95,3
560282,146.6,6
560285,34.0,2
560286,135.0,2
560287,31.45,2
560288,86.7,4
560295,31.8,1
560299,149.5,3
560300,13.5,1
560302,47.7,1
560305,33.0,4
560355,71.85,3
560356,103.2,3
560357,62.4,3
560359,58.65,5
560360,1268.8,16
560363,43.5,3
560364,535.9,14
560366,97.85,4
560368,210.05,18
560381,50.7,2
560382,119.4,1
560383,17.0,1
560385,69.05,6
560387,33.75,2
560393,104.7,5
560394,70.75,6
560397,16.35,1
560398,270.0,4
560410,230.4,10
560412,23.85,1
560413,550.64,1
560415,70.35,3
560422,55.6,3
560432,158.0,4
560437,66.65,4
560441,129.8,4
560442,57.6,4
560444,52.6,4
560445,2028.72,8
560447,35.7,2
560449,47.0,2
560451,537.9,19
560452,18.0,1
560453,76.7,2
560454,44.75,3
560469,220.15,1
560473,95.4,3
560483,19.9,1
560491,17.2,2
560499,172.2,6
560500,13.5,1
560503,50.8,3
560504,766.35,17
560534,114.8,5
560535,45.3,3
560536,17.85,1
560537,67.1,3
560544,17.85,1
560545,18.0,1
560546,232.05,2
560547,191.0,7
560549,80.0,1
560551,22.85,2
560552,14.9,2
560557,72.2,3
560562,45.6,3
560566,68.9,3
560568,128.2,7
560569,181.9,9
560571,12.75,1
560576,51.3,3
560577,53.55,2
560579,364.05,18
560580,3772.85,30
560584,62.9,8
560586,667.2,1
560587,60.0,1
560590,98.05,5
560595,34.0,1
560598,132.3,5
560601,37.7,5
560602,144.6,6
560604,59.8,1
560607,138.8,3
560635,100.65,4
560640,159.2,1
560642,51.65,2
560646,999.6,2
560648,294.0,2
560650,43.0,2
560651,451.42,1
560686,184.65,5
560689,122.0,6
560690,64.5,3
560691,114.6,3
560692,32.35,4
560696,48.85,3
560697,97.8,1
560700,9.95,1
560701,17.0,2
560710,15.0,1
560711,49.55,6
560712,15.6,2
560715,40.55,2
560716,356.95,14
560718,152.85,3
560720,17.0,1
560723,94.95,10
560726,9.95,1
560728,90.6,3
560729,549.75,9
560732,94.65,5
560742,85.85,4
560776,17.9,1
560781,152.5,2
560782,50.8,3
560783,72.5,2
560790,512.7,4
560791,16.5,1
560792,448.5,4
560805,15.9,1
560807,15.9,1
560820,12.75,1
560821,109.45,2
560824,8.5,1
560826,33.0,2
560827,90.2,5
560829,47.6,2
560833,52.6,4
560834,99.6,2
560839,106.4,8
560841,482.85,7
560845,90.1,6
560853,152.85,5
560854,242.7,2
560856,30.4,2
560858,51.0,1
560861,9.95,1
560862,37.4,2
560863,25.5,1
560864,59.8,1
560868,32.1,4
560870,12.5,1
560873,83.4,1
560875,159.0,8
560876,351.1,4
560878,39.75,5
560881,24.75,3
560882,111.25,7
560886,675.0,1
560887,812.0,2
560888,216.1,8
560891,35.1,2
560892,55.6,2
560893,63.05,4
560894,358.7,4
560895,163.8,3
560896,85.5,5
560901,297.2,8
560906,49.15,3
560914,155.65,7
560916,50.0,1
560917,833.85,1
560918,146.0,8
560920,98.05,2
560922,65.9,2
560925,1309.5,5
560927,212.35,5
560928,53.65,3
560930,25.5,1
560931,100.05,2
560937,19.9,2
560972,170.3,7
560974,104.7,5
560977,15.9,1
560978,48.3,3
560988,338.3,4
560989,119.5,5
560991,205.45,6
560992,87.65,2
560996,117.8,10
560997,145.35,6
560998,43.35,3
561001,87.6,1
561003,23.8,1
561004,117.7,2
561005,8.25,1
561007,108.1,3
561020,178.65,8
561021,242.7,2
561024,229.25,10
561025,56.75,7
561026,30.35,2
561027,107.4,1
561028,50.0,3
561029,36.0,1
561030,60.2,5
561032,299.4,1
561033,54.7,2
561034,39.75,5
561036,33.8,4
561037,79.5,2
561038,84.25,7
561039,67.5,1
561040,67.5,1
561043,245.7,13
561044,88.6,2
561050,32.85,2
561051,1018.2,5
561054,174.7,6
561056,23.8,2
561058,210.5,6
561064,134.5,5
561065,69.2,4
561066,5.95,1
561068,263.4,12
561074,43.75,3
561076,93.5,3
561077,118.35,7
561078,47.8,1
561079,117.05,13
561081,55.6,6
561084,27.0,2
561089,17.25,1
561092,125.6,6
561093,413.95,5
561094,59.9,2
561095,289.95,3
561097,135.0,2
561098,190.55,5
561099,47.7,3
561100,17.85,1
561102,18.0,1
561105,32.4,2
561106,46.5,2
561109,135.0,2
561112,73.65,6
561113,27.4,3
561115,132.4,4
561116,200.0,1
561118,59.85,3
561119,98.9,4
561125,129.9,6
561128,115.4,5
561132,17.85,1
561170,30.85,2
561189,62.75,4
561190,17.85,1
561192,167.4,10
561193,34.0,1
561194,141.5,4
561195,119.05,12
561197,150.1,6
561199,337.5,5
561200,15.0,1
561201,33.0,2
561203,15.9,1
561204,315.35,12
561205,34.0,2
561206,131.65,11
561216,120.0,1
561220,67.5,3
561221,40.55,3
561223,45.05,3
561226,54.15,3
561236,255.6,4
561242,84.5,2
561257,50.0,1
561258,452.75,9
561259,67.9,3
561295,134.1,4
561314,25.5,1
561320,39.75,3
561321,58.0,4
561325,27.25,2
561329,63.1,4
561330,146.25,7
561331,7.95,1
561332,449.1,14
561334,42.5,1
561352,34.0,1
561355,575.9,5
561356,17.85,1
561359,15.0,1
561366,62.4,4
561368,36.5,1
561381,83.45,2
561382,79.45,5
561383,101.5,4
561389,130.8,2
561391,31.8,2
561393,15.9,1
561395,51.0,1
561396,226.1,9
561398,71.4,1
561462,76.5,1
561463,198.45,11
561465,71.1,6
561466,56.15,2
561467,19.45,2
561468,90.0,1
561470,28.95,2
561473,23.8,1
561485,54.15,4
561488,69.1,4
561502,72.4,5
561507,332.55,10
561511,53.55,3
561512,77.55,7
561514,50.75,3
561519,7.95,1
561520,9.95,1
561522,6.95,1
561528,169.1,5
561529,11.5,1
561530,175.2,1
561533,81.0,1
561534,81.2,3
561537,134.85,8
561542,25.0,1
561570,99.3,3
561583,190.35,6
561584,65.55,4
561585,66.45,4
561592,73.8,2
561593,10.9,1
561595,279.5,6
561597,69.9,3
561599,47.7,1
561600,9.95,1
561603,132.0,4
561605,95.6,6
561607,432.6,5
561610,33.75,2
561611,102.7,2
561614,231.75,12
561615,75.8,3
561616,73.1,3
561617,72.35,5
561618,71.5,2
561626,44.4,4
561627,62.7,3
561630,8.5,1
561631,169.0,6
561632,247.3,8
561633,5232.0,2
561635,235.4,5
561642,44.55,4
561645,877.4,6
561647,71.4,1
561650,19.9,1
561654,67.25,3
561655,2704.8,2
561656,131.1,7
561657,27.8,1
561658,137.5,16
561661,44.1,5
561662,97.5,2
561664,65.4,1
561669,193.5,2
561676,56.4,3
561678,8.5,1
561680,25.5,1
561685,31.8,1
561686,163.1,9
561688,110.65,2
561689,36.9,2
561692,51.0,3
561693,95.7,4
561694,118.0,6
561695,76.5,1
561697,45.4,3
561698,106.0,2
561699,102.0,1
561702,215.85,10
561704,47.2,5
561708,15.9,1
561709,11.5,1
561710,117.0,9
561712,43.5,4
561714,12.75,1
561719,15.7,1
561732,39.8,1
561750,17.85,1
561773,58.5,5
561783,31.9,1
561795,73.9,2
561798,197.7,3
561799,95.05,6
561800,17.0,1
561803,36.9,2
561804,17.85,1
561806,19.9,1
561807,85.5,4
561814,90.95,2
561815,11.9,2
561816,17.85,1
561818,71.55,7
561819,68.8,4
561861,238.8,1
561862,12.75,1
561866,25.0,1
561869,48.75,6
561870,69.25,4
561872,12.5,1
561873,34.85,4
561874,25.75,2
561876,36.6,2
561878,62.6,3
561879,71.0,2
561882,213.3,7
561883,13.5,1
561884,12.5,1
561885,121.1,11
561889,120.9,7
561890,80.0,1
561891,40.1,4
561893,87.95,7
561894,76.75,9
561896,33.0,2
561897,58.45,3
561898,556.85,6
561899,125.4,2
561900,51.15,4
561901,2873.7,2
561902,259.9,3
561903,66.45,4
561905,35.7,2
561906,59.7,1
561907,15.3,1
561910,161.1,3
561911,290.8,10
561914,23.0,1
561915,42.3,3
561916,250.0,1
561917,74.15,9
561922,89.35,6
561923,17.0,1
561925,59.7,1
561926,762.95,29
561933,45.7,2
561936,204.0,1
561967,23.8,2
561968,113.6,7
561969,59.55,6
561995,12.5,1
562002,343.8,3
562014,24.65,2
562017,322.2,3
562023,58.4,4
562025,66.8,2
562031,1035.35,76
562032,136.05,2
562033,91.5,2
562034,255.85,10
562035,36.0,1
562037,76.8,3
562038,18.0,1
562043,14.95,1
562045,46.75,3
562046,621.95,28
562047,8.5,1
562053,67.5,1
562085,219.2,10
562087,55.05,5
562092,13.5,1
562096,23.8,1
562099,23.0,1
562100,161.6,8
562101,116.5,6
562102,288.0,4
562105,28.4,2
562106,22.9,2
562108,69.55,2
562125,64.3,3
562127,12.75,1
562128,32.25,2
562129,218.6,10
562130,90.9,5
562131,12.5,1
562133,43.2,4
562136,51.0,1
562138,300.8,2
562140,29.85,1
562141,360.9,3
562143,65.4,1
562145,165.6,8
562146,115.2,2
562148,15.0,1
562152,23.8,2
562157,242.95,3
562158,74.0,6
562161,27.0,4
562162,21.85,2
562166,29.75,2
562173,102.15,5
562200,180.5,11
562201,112.0,8
562202,108.3,2
562203,149.8,2
562204,50.6,5
562205,63.6,2
562207,135.0,1
562209,112.35,6
562210,95.4,6
562213,43.85,4
562216,15.9,1
562217,52.3,3
562218,86.7,4
562219,285.7,8
562220,76.95,4
562222,82.5,5
562233,79.75,7
562256,220.75,10
562258,30.6,4
562263,21.0,2
562269,112.3,7
562271,19.9,2
562273,483.15,12
562274,146.05,5
562275,75.8,3
562276,58.1,4
562277,15.9,1
562282,456.7,8
562286,531.0,3
562287,28.0,1
562290,34.0,1
562313,81.8,4
562339,25.8,2
562341,15.9,2
562345,76.2,1
562347,38.6,3
562348,1298.2,11
562349,173.7,2
562353,45.4,2
562365,57.15,6
562369,219.5,4
562370,264.9,4
562371,229.95,12
562373,170.0,2
562374,877.4,6
562377,169.15,10
562378,35.95,1
562380,96.2,3
562381,80.6,4
562387,17.85,1
562388,31.75,3
562389,33.0,2
562392,217.4,7
562393,95.4,2
562416,187.0,2
562418,96.4,5
562419,25.5,1
562424,12.75,1
562427,58.2,7
562429,95.2,3
562430,58.75,4
562432,102.0,3
562433,17.0,1
562434,229.5,1
562435,198.7,5
562437,156.75,8
562439,2662.2,1
562441,51.0,1
562442,31.8,1
562444,48.7,4
562445,152.6,6
562447,286.4,4
562448,319.35,4
562449,36.55,3
562450,105.0,2
562451,108.8,4
562454,35.2,2
562455,15.0,1
562459,61.2,2
562460,69.0,4
562462,30.6,1
562465,82.55,4
562466,61.55,2
562467,48.2,3
562490,122.95,6
562516,15.0,1
562517,7.95,1
562519,13.9,2
562520,18.0,1
562521,25.5,2
562524,49.05,2
562525,39.0,3
562526,112.4,9
562527,36.0,1
562528,306.3,13
562532,17.85,1
562534,331.9,4
562537,135.0,4
562538,420.9,6
562539,5.95,1
562540,174.35,11
562541,282.24,1
562542,34.0,1
562543,31.8,1
562551,58.75,7
562555,19.9,1
562558,96.15,7
562560,467.55,27
562564,29.85,2
562565,9.95,1
562566,175.2,2
562570,41.85,2
562571,88.85,8
562574,45.5,5
562575,68.85,2
562576,8.5,1
562578,34.0,1
562579,128.0,3
562580,29.25,2
562581,25.7,2
562584,77.6,3
562586,177.3,3
562587,413.9,6
562593,65.05,5
562598,159.0,7
562600,40.0,1
562602,148.1,7
562603,49.75,1
562604,17.9,1
562605,85.65,3
562607,164.1,9
562608,1315.45,18
562609,175.2,1
562612,35.95,1
562619,47.6,3
562621,21.9,1
562649,132.7,7
562650,80.0,1
562652,62.7,4
562670,207.15,12
562680,25.85,3
562688,319.2,23
562701,215.4,3
562708,57.0,3
562711,18.45,2
562712,60.15,4
562713,240.6,2
562716,15.9,1
562719,52.5,4
562721,46.7,2
562722,135.0,2
562725,79.15,4
562727,128.9,7
562729,18.0,1
562730,25.5,1
562732,94.25,5
562733,211.0,3
562767,48.45,3
562768,63.6,4
562770,368.65,8
562771,242.4,3
562772,294.45,15
562774,33.75,2
562775,39.7,2
562776,126.95,6
562778,102.0,3
562779,61.2,3
562781,108.9,7
562784,93.8,7
562787,208.34,1
562789,266.68,5
562792,15.9,1
562804,129.8,3
562806,52.0,3
562807,87.8,5
562809,50.4,4
562839,17.9,2
562840,62.25,4
562841,83.4,1
562842,85.0,3
562844,649.35,9
562847,68.8,3
562851,13.9,1
562852,49.9,2
562853,34.95,2
562854,119.0,2
562878,5.95,1
562882,170.55,6
562888,48.2,3
562891,25.5,1
562892,37.75,2
562902,48.85,3
562907,53.85,2
562908,79.6,1
562912,19.85,2
562914,19.9,1
562918,44.8,2
562924,62.5,1
562925,510.0,3
562926,12.9,1
562928,77.55,5
562930,100.7,4
562931,33.9,4
562932,32.75,4
562935,509.45,5
562939,131.6,4
562940,337.5,3
562942,176.85,5
562946,2500.0,1
562947,283.65,3
562949,239.7,10
562950,17.0,1
562951,134.1,8
562960,75.0,2
562963,39.95,1
562964,111.05,5
562965,17.0,1
562968,32.65,2
562980,374.4,18
562984,70.6,4
562999,9.95,1
563011,82.5,5
563016,79.9,3
563019,164.9,4
563020,159.8,2
563021,11.9,1
563022,17.85,3
563023,112.2,7
563024,106.85,7
563026,31.8,2
563028,17.85,1
563030,17.85,1
563032,48.8,2
563034,46.8,2
563035,66.2,5
563036,70.9,2
563037,45.0,1
563038,17.0,1
563060,15.0,1
563061,33.9,1
563062,13.5,1
563071,83.45,5
563073,29.9,2
563074,688.5,1
563075,19.9,1
563076,1605.3,12
563089,108.5,5
563091,41.4,3
563094,18.45,2
563097,17.85,1
563098,300.8,7
563099,81.0,1
563100,418.1,12
563103,45.0,2
563104,68.4,4
563110,117.0,6
563112,19.9,1
563137,91.4,10
563150,125.25,4
563166,234.9,2
563168,17.0,1
563169,65.55,4
563170,53.7,3
563171,39.8,1
563172,15.0,1
563174,48.9,3
563175,247.5,5
563177,65.0,1
563178,15.9,1
563179,25.4,1
563180,35.7,1
563181,11.5,1
563184,26.2,2
563188,25.0,1
563189,87.7,4
563194,245.35,14
563196,31.8,2
563198,17.0,1
563199,143.1,8
563200,50.5,6
563201,50.25,5
563202,46.65,2
563203,196.2,3
563204,39.95,1
563205,87.45,6
563206,33.0,1
563209,63.6,2
563210,14.9,2
563211,95.4,6
563212,17.0,1
563213,30.2,2
563214,99.1,8
563216,107.25,6
563228,48.1,5
563229,9.95,1
563230,33.8,2
563231,75.75,4
563236,11.9,1
563238,347.2,4
563239,22.45,3
563242,161.1,3
563246,196.3,6
563248,54.7,4
563251,95.2,1
563252,113.25,7
563253,59.8,4
563255,81.0,6
563256,88.45,6
563257,19.9,1
563259,372.3,1
563262,61.5,3
563264,17.85,1
563268,31.8,2
563288,266.95,8
563328,33.6,4
563333,65.5,7
563345,36.0,1
563347,30.65,2
563348,25.5,1
563349,91.1,8
563350,23.8,1
563351,846.85,11
563352,118.15,8
563353,338.15,9
563354,42.4,3
563355,50.0,1
563356,70.9,2
563358,101.45,7
563360,383.75,13
563362,23.8,2
563364,59.55,2
563365,17.0,1
563366,12.5,1
563367,134.95,4
563368,17.9,1
563370,29.4,2
563373,70.0,2
563374,21.8,1
563377,53.55,2
563381,12.75,1
563382,29.75,2
563383,15.0,1
563384,22.7,2
563404,252.75,8
563425,50.0,1
563427,23.85,2
563428,148.5,8
563430,192.3,4
563431,63.6,4
563432,79.3,5
563434,63.6,2
563435,101.5,3
563436,17.0,1
563441,59.85,4
563442,32.65,2
563443,57.0,2
563444,242.5,17
563448,22.85,2
563450,190.8,4
563454,129.15,4
563468,35.7,1
563476,19.9,1
563477,22.7,2
563498,136.0,6
563502,15.9,1
563503,55.85,2
563504,193.0,2
563505,195.1,2
563506,83.6,3
563508,14.95,1
563510,222.6,5
563518,91.7,2
563522,389.2,4
563532,244.2,3
563533,35.75,5
563534,61.9,3
563538,98.3,8
563540,150.7,4
563543,120.5,6
563545,8.5,1
563546,17.0,2
563548,129.6,5
563550,86.3,5
563551,13.95,2
563552,135.4,3
563555,86.7,8
563557,392.75,15
563558,640.0,8
563561,48.0,2
563564,220.0,12
563565,150.75,8
563566,17.0,1
563567,17.85,1
563569,120.0,7
563571,29.75,5
563572,101.6,3
563574,12.5,1
563576,115.59,4
563578,13.5,1
563580,87.55,9
563584,168.1,10
563585,75.45,5
563589,2240.0,13
563590,2687.76,3
563613,1063.95,28
563614,2528.2,5
563617,42.4,3
563620,43.7,3
563621,226.7,2
563622,143.1,7
563623,350.4,1
563638,280.4,8
563656,87.65,5
563657,17.0,1
563658,76.2,1
563661,17.0,1
563662,106.2,5
563685,7.5,1
563686,202.5,3
563689,61.65,7
563690,47.75,2
563691,45.7,4
563692,162.65,10
563694,34.35,2
563695,90.35,4
563696,25.5,1
563698,64.45,4
563699,85.0,4
563705,151.25,8
563706,51.85,2
563707,68.0,2
563709,53.85,7
563710,25.5,1
563712,36.0,1
563714,113.6,5
563718,202.5,3
563720,45.75,3
563722,124.5,6
563728,44.2,2
563729,683.4,3
563731,17.0,2
563732,64.68,1
563733,45.4,2
563734,7.95,1
563736,175.2,1
563737,32.55,4
563738,44.55,5
563740,71.4,1
563741,89.65,5
563742,272.0,1
563743,10.9,1
563745,361.5,5
563746,15.9,1
563748,71.35,3
563749,147.8,2
563753,92.25,2
563754,109.1,4
563755,80.4,5
563756,269.2,9
563764,25.65,3
563771,38.05,5
563776,196.65,3
563808,53.9,2
563819,135.0,1
563822,67.5,3
563830,25.0,1
563837,23.8,1
563840,25.5,1
563841,218.9,3
563842,161.8,8
563843,14.45,2
563844,15.9,1
563848,94.5,4
563849,24.25,2
563850,67.5,1
563852,95.45,3
563853,144.0,1
563854,66.9,2
563857,9.95,1
563858,105.0,4
563891,51.0,1
563893,11.9,1
563895,158.4,2
563896,208.8,7
563897,18.0,1
563903,10.9,1
563904,85.0,1
563905,56.15,2
563906,61.3,3
563907,93.0,2
563908,148.9,7
563909,265.35,23
563910,195.6,1
563911,161.5,4
563912,161.3,6
563913,178.35,6
563914,36.0,1
563915,41.2,4
563916,17.85,1
563917,144.25,8
563920,91.5,4
563921,15.9,2
563924,98.7,10
563925,8.5,1
563926,59.9,2
563928,186.3,17
563929,30.95,4
563931,160.1,8
563933,216.95,11
563935,58.05,7
563936,59.9,2
563937,173.85,12
563940,182.8,3
563941,114.45,2
563943,95.4,4
563946,56.75,3
563949,231.5,4
563950,671.5,3
563951,79.6,1
563952,198.8,7
563954,387.35,6
563982,63.6,1
564020,19.9,1
564039,36.0,1
564040,39.8,1
564041,34.0,2
564042,46.75,5
564044,65.85,6
564045,700.8,1
564049,5.95,1
564050,15.0,1
564051,167.3,10
564052,26.8,3
564056,196.4,13
564057,142.3,8
564059,123.4,4
564060,90.2,8
564061,289.05,23
564062,492.6,7
564065,110.15,7
564075,19.9,1
564076,408.0,1
564077,104.85,4
564078,15.9,1
564079,28.65,2
564082,72.0,1
564083,33.75,2
564085,50.0,1
564090,39.8,2
564091,120.1,6
564092,144.6,3
564093,471.75,19
564095,65.3,4
564133,17.0,1
564135,120.8,7
564136,113.7,5
564137,119.1,3
564139,42.0,3
564140,67.8,3
564141,275.19,8
564143,67.5,1
564145,38.25,1
564149,275.4,2
564150,670.55,19
564161,24.4,2
564162,15.9,1
564165,280.1,14
564166,102.45,4
564170,13.9,1
564172,93.85,7
564173,215.95,6
564174,35.7,2
564186,102.35,7
564187,13.9,1
564188,5.95,1
564189,78.2,5
564190,13.5,1
564191,36.9,5
564192,143.0,7
564195,66.3,2
564196,15.0,1
564197,93.1,5
564199,30.6,4
564200,38.6,4
564201,56.0,1
564202,15.9,1
564203,31.8,1
564216,52.95,2
564223,17.85,1
564224,53.4,2
564226,36.0,1
564231,12.75,1
564246,47.7,3
564248,67.5,1
564256,104.05,8
564268,86.55,5
564300,92.2,3
564301,140.95,7
564304,53.85,6
564305,305.65,7
564306,784.2,7
564307,8.95,1
564308,95.25,4
564313,105.0,6
564314,113.25,4
564315,40.75,4
564318,15.0,1
564319,39.7,4
564321,49.7,2
564322,304.8,1
564324,368.2,3
564326,11.9,2
564327,61.2,2
564328,48.5,2
564329,46.95,2
564330,34.95,3
564334,142.8,1
564335,99.6,12
564336,27.75,3
564337,18.0,1
564342,61.2,4
564350,35.5,2
564352,17.0,1
564353,130.2,7
564355,51.0,2
564356,14.95,1
564357,219.8,3
564358,70.1,6
564359,59.9,5
564360,54.0,1
564363,17.85,1
564366,136.05,7
564367,160.8,5
564369,175.2,1
564370,19.9,1
564371,54.8,3
564372,205.35,4
564373,166.8,4
564374,35.7,2
564375,140.5,5
564376,17.0,1
564377,27.9,2
564378,197.4,9
564383,59.8,1
564398,35.7,1
564430,23.0,1
564432,83.5,5
564433,123.0,7
564436,245.85,4
564439,22.0,2
564440,15.9,1
564471,18.0,1
564474,119.75,4
564475,18.0,1
564476,85.6,5
564477,308.8,3
564479,125.25,5
564480,63.5,3
564481,190.1,4
564484,41.4,3
564485,279.6,1
564489,48.8,3
564495,29.8,2
564496,39.75,2
564503,33.75,2
564510,39.8,2
564531,84.45,4
564532,109.75,3
564534,12.75,1
564535,72.5,4
564536,71.15,6
564537,25.5,1
564538,19.9,1
564539,80.0,1
564540,30.95,3
564541,146.9,4
564544,25.4,2
564552,104.15,5
564553,11.9,1
564554,65.85,3
564555,7.95,1
564556,37.95,4
564558,173.35,7
564559,114.75,6
564565,184.35,8
564573,30.8,3
564626,161.1,3
564629,523.2,1
564630,87.45,4
564632,232.15,14
564634,76.85,3
564636,185.9,2
564637,17.0,1
564638,35.85,2
564647,77.75,2
564649,15.0,1
564650,780.8,6
564654,337.2,10
564656,12.75,1
564661,19.9,1
564666,18.0,1
564670,310.2,4
564712,118.05,3
564713,24.65,2
564715,52.65,4
564718,15.7,2
564719,11.5,1
